"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","genus","subgenus","specificEpithet","elevation"
2004,7,30,"","Oaxaca","A 2 Km al NE (45°) de San Sebastián Sedas.",17.34683,-96.93872,"Quercus acutifolia Née","Quercus",NA,"acutifolia",2043
2004,9,13,"","Oaxaca","A 1 km en línea recta al SE (210°) de San Isidro Ojo de Agua",17.35833,-96.93586,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",2110
2003,8,12,"","Oaxaca","Este del río Molinos, adelante del polvorín",17.3191,-96.44944,"Quercus L.","Quercus",NA,"",2150
2004,7,8,"","Oaxaca","A 21 km de Coixtlahuanca rumbo a Ixtatlán",17.838,-97.233,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2125
1992,12,2,"Bosque de Quercus. Suelo: rojizo-arcilloso","Oaxaca","1 km al E de San Andrés Chicahuaxtla, carr. a Tlaxiaco",17.2,-97.883,"Quercus L.","Quercus",NA,"",NA
2004,9,17,"","Oaxaca","Cuenca del Río Tierra (ladera E) 5.3 km en línea recta al SE (172°) de Santa Cruz Tepetotutla",17.69028,-96.55194,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",1950
2004,9,16,"","Oaxaca","Colindancia con San Antonio del Barrio 0.5 km en línea recta al N (10°) de Santa Cruz Tepetotutla",17.75,-96.55556,"Quercus elliptica Née","Quercus",NA,"elliptica",1040
2004,7,28,"","Oaxaca","A 3.2 km al NW (280°) de San Andrés Zutla.",17.19861,-96.894,"Quercus conzattii Trel.","Quercus",NA,"conzattii",1790
1993,4,20,"Bosque Mesófilo de Montaña. Suelo negro","Oaxaca","25.5 km al SO de Tecomaxtlahuaca, carretera a Coycoyán de las Flores. Distrito Juxtlahuaca, Región Mixteca",17.3,-98.18333,"Quercus rubramenta Trel.","Quercus",NA,"rubramenta",2695
1993,2,8,"","Oaxaca","8 km al N de San Martín del Estado, brecha a Santiago Yucuyachi. Distrito Silacayoapam, Región Mixteca",17.58333,-98.16667,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1730
2004,11,24,"","Oaxaca","Agua Tuza, Snta Cruz Teotitalpan",17.96736,-96.68383,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",1512
2004,7,28,"","Oaxaca","A 3.2 km al NW (280°) de San Andrés Zautla",17.19861,-96.894,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1790
2004,7,2,"","Oaxaca","En la torre 322 de la L.t. Temascal II-Oaxaca Potencia, a 1 Km al W de El Capulín.",17.53528,-96.95269,"Quercus obtusa (Willd.) Pursh","Quercus",NA,"obtusa",2008
1991,10,9,"wet temperate forest, near lower limit of Pine-Oak zone","Oaxaca","Just off Highway 175 (road from Ixtlán de Juárez to Valle Nacional). Distrito Ixtlán, Región Sierra Norte",17.593055,-96.476389,"Quercus corrugata Hook.","Quercus",NA,"corrugata",2250
1991,6,20,"","Oaxaca","Distrito: Mixe.",17.25,-96.03333,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",1900
2002,6,18,"","Oaxaca","Arroyo La Primera Toma (transecto 3) hacia Llano Chiflido, por Arroyo Paloma, San Juan Teponaxtla.",17.755,-96.71472,"Quercus affinis Scheidw.","Quercus",NA,"affinis",2454
2002,5,25,"","Oaxaca","Cerro Zacate (transecto 7), Santa María Nieves",17.6225,-96.52778,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",2865
2001,11,22,"","Oaxaca","San Pedro de los Encinos",18.06903,-96.87961,"Quercus corrugata Hook.","Quercus",NA,"corrugata",2340
2001,9,26,"","Oaxaca","Aprox. 600 m del Puente de Fierro; por la brecha a Puerto Rosete (en dirección a San Antonio Eloxochitlán)",18.15664,-96.85492,"Quercus candicans Née","Quercus",NA,"candicans",1300
2002,7,5,"Vegetación: Bosque de encino muy bien conservado. Gran diversidad de árboles.","Oaxaca","Entre Tecomaxtlahuaca y Sabino Solo, oaxaca.",17.312,-98.087,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1850
1987,12,2,"","Oaxaca","",17.25,-96,"Quercus candicans Née","Quercus",NA,"candicans",1900
2002,5,16,"","Oaxaca","Dto. Cuicatlán, La Cumbre (bajada del Mirador) San Juan Teponaxtla",17.72167,-96.68333,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",NA
2002,7,5,"","Oaxaca","Entre Tecomaxtla y Sabino Solo",17.312,-98.087,"Quercus L.","Quercus",NA,"",1850
2004,7,12,"En bosque de pino-encino con Arbutus; suelo rojizo, arcilloso","Oaxaca","A 15 Km. al O de Sola de Vega",16.46417,-96.99333,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",2061
2004,7,12,"Selva baja caducifolia con Juniperus, Brahea, Dodonaea; Suelo rocoso","Oaxaca","A 24 Km. al O de Sola de Vega",16.47194,-97.03861,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1839
2002,9,27,"Bosque de Quercus, Juniperus flaccida, Agave marmorata y Opuntia. Suelo negro con rocas volcánicas y rocas calizas","Oaxaca","6.2 km del entronque para la carretera para Santiago Tepujan-Coixtlahuaca; Distrito Teposcolula",17.6835,-97.4273,"Quercus castanea Née","Quercus",NA,"castanea",2220
2003,4,14,"Bosque de Quercus, Juniperus, Vauquelinia y Rhus. Suelo negro rocoso, con afloramientos de rocas calizas","Oaxaca","1.8 km de Tamazulapan, sobre la carretera de terracería a San Jerónimo Lagunas. Distrito Teposcolula, Región Mixteca",17.65383,-97.56008,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",2100
1998,11,18,"Bosque mesófilo de montaña. secundaria","Oaxaca","Xkutzakía",17.52444,-96.28611,"Quercus sapotifolia Liebm.","Quercus",NA,"sapotifolia",550
1991,11,30,"","Oaxaca","Off Highway 175 (Oaxaca to Tuxtepec), below Humo Chico, approximately 0.5 km along logging road which goes from highway 175 to 'Las Cascadas'. Distrito Ixtlán, Región Sierra Norte",17.583333,-96.491667,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",2400
2002,7,7,"","Oaxaca","km 18 Carr. El Jícaro a Sierra",16.493,-94.198,"Quercus castanea Née","Quercus",NA,"castanea",1084
2002,7,6,"","Oaxaca","Carr. Oaxaca-Tehuantepec.",16.546,-95.962,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1227
2001,10,3,"","Oaxaca","Aproximadamente 30 km de Teotitlán de Flores Magón, por la carretera a Huautla de Jiménez (MEX 182). Antes de llegar al Puerto de la Soledad",18.16828,-97.00311,"Quercus corrugata Hook.","Quercus",NA,"corrugata",2300
2002,7,6,"Bosque de Pino-Encino","Oaxaca","Km 54 Oaxaca-Tehuantepec",16.83,-96.355,"Quercus L.","Quercus",NA,"",1933
2003,5,30,"","Oaxaca","Distrito: Centro, 1 km al N del vivero de CFE, San Felipe del Agua",17.12594,-96.7231,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1900
2001,10,3,"Bosque mesófilo de montaña con Quercus, Styrax, Ternstroemia. Orilla de la carretera.","Oaxaca","Aproximadamente 27 km de Teotitlán de Flores Magón, por la carretera a Huautla de Jiménez (MEX 182). Antes de llegar al Puerto de la Soledad.",18.17178,-97.00192,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",2340
1999,5,31,"","Oaxaca","Dto: Ixtlán, Cerro Machín",17.49472,-96.3775,"Quercus corrugata Hook.","Quercus",NA,"corrugata",2500
2000,3,5,"","Oaxaca","Distrito Miahuatlán. 5.8 km al S de Rancho Cornejo (San Pedro Mixtepec) y 10.3 km al N de San Juan Ozolotepec.",16.1591,-96.24476,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",3010
2002,10,23,"Bosque de Quercus-Pinus, con elementos de Bosque Tropical Caducifolio. Suelo arcilloso, pedregoso volcánico, con afloramientos de rocas calizas","Oaxaca","4 km de Suchixtlahuaca, por la carretera rumbo a Coixtlahuaca, Santiago Tejupan. Distrito Coixtlahuaca, Región Mixteca",17.7065,-97.38928,"Quercus castanea Née","Quercus",NA,"castanea",2050
1998,3,24,"Bosque de encino","Oaxaca","México, Oaxaca, Distrito: Ixtlán, Municipio: Ixtlán de Juárez, Camino Tiltepec-Tierra Caliente, recorrido hacia el Río Cajonos (casi en punto de transición pastizal-encinar)",17.525,-96.28139,"Quercus oleoides Schltdl. & Cham.","Quercus",NA,"oleoides",770
1998,12,2,"","Oaxaca","Camino a Punta Quetzal, por las cascadas, Benito Juárez, Zona Oriente. Chimalapas.",16.72111,-94.18778,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1325
1997,6,12,"","Oaxaca","2 km S of town along ridge trail. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30083,"Quercus peduncularis Née","Quercus",NA,"peduncularis",2400
2002,6,22,"Bosque de Pino-Encino","Oaxaca","Horna de Cal, camino tierra Caliente, al W de San Juan Teponaxtla.",17.69389,-96.73389,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1496
2002,6,22,"vegetación encinar","Oaxaca","Dto. Cuicatlán, Llano Teja (Tierra Caliente), San Juan Teponaxtla",17.69222,-96.7397,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1335
1997,6,23,"","Oaxaca","Ca. 5 km SW of town. Distrito Miahuatlán, Región Sierra Sur",16.33556,-96.31917,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",2440
2001,10,7,"","Oaxaca","Distrito Villa Alta. 1.16 km al S del Centro de Tavehua",17.23506,-96.21964,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1682
1993,4,28,"Bosque de Quercus. Suelo negro, calizo rocoso.","Oaxaca","Cerro La Cruz o La calera, a 11 Km de San Marcos Arteaga, carretera a Tonalá. Distrito Huajuapam, Región Mixteca",17.73333,-97.93333,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1820
2001,6,6,"","Oaxaca","Vereda que parte de la 'cueva' del Puente de Fierro y sube por la ladera E de la cañada, en dirección a Santa María Chilchotla",18.15344,-96.84972,"Quercus sartorii Liebm.","Quercus",NA,"sartorii",1250
2002,7,5,"","Oaxaca","Entre Tecomaxtlahuaca y Sabino Solo",17.312,-98.087,"Quercus L.","Quercus",NA,"",1850
2002,7,5,"","Oaxaca","Km 30-35 carretera Huajuapan-Juxtlahuaca",17.729,-97.904,"Quercus L.","Quercus",NA,"",1792
2001,10,7,"Bosque de pino-encino, perturbado, quemado","Oaxaca","1.1 km al S del Centro de Tavahua",17.23369,-96.22603,"Quercus peduncularis Née","Quercus",NA,"peduncularis",1717
2001,3,20,"","Oaxaca","Alrededores del Puente de Fierro en dirección a Sta. María Chilchotla, 7 Km de Huautla de Jiménez por la carretera a Teotitlán-Mex 182.",18.15489,-96.85117,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",1184
2002,7,5,"Bosque de Pino-Encino","Oaxaca","Km 29 entre Tlaxiaco y Yolomecatl",17.429,-97.587,"Quercus L.","Quercus",NA,"",2116
2002,7,5,"","Oaxaca","Entre Tecomaxtlahuaca y Sabino Solo",17.312,-98.087,"Quercus L.","Quercus",NA,"",1850
2002,7,5,"","Oaxaca","Entre tecomaxtlahuaca y Sabino Solo.",17.312,-98.087,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1850
2002,7,5,"Bosque de encino muy bien conservado","Oaxaca","Entre Tecomaxtlahuaca y Sabino Solo",17.312,-98.087,"Quercus L.","Quercus",NA,"",1850
2002,6,21,"","Oaxaca","La Cumbre, 7.5 km al SE de Teponaxtla hacia Buenavista",17.71528,-96.70444,"Quercus laeta Liebm.","Quercus",NA,"laeta",1814
2002,6,24,"","Oaxaca","San Martín Buenavista, 1.3 km al SE del entronque hacia Ixtlán.",17.65694,-96.59111,"Quercus elliptica Née","Quercus",NA,"elliptica",1839
2002,6,25,"","Oaxaca","Rancho Arriero, recorrido de Santa María Totomoxtla con Jorge Rojas, Artemio Pérez P. (Totomoxtla) y Timoteo López S. (Totomoxtla).",17.605,-96.58333,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",1600
1997,5,7,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.27667,-96.30167,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",2000
2001,10,7,"Bosque de Pino-Encino","Oaxaca","1.1 Km al S del centro de Tavehua Distrito Villa Alta.",17.23369,-96.22603,"Quercus castanea Née","Quercus",NA,"castanea",1717
1997,1,16,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30028,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",2000
2001,10,8,"","Oaxaca","Distrito Villa Alta  2 km al este del Centro de Tavehua.",17.24494,-96.20717,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1217
1997,1,18,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30028,"Quercus castanea Née","Quercus",NA,"castanea",2000
2001,10,8,"","Oaxaca","Distrito: Villa Alta. 2 km al este del Centro de Tavehua",17.24494,-96.20717,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1217
2001,10,8,"Bosque de pino-encino. Matorral con ericáseas y Byrsonima crassifolia.","Oaxaca","Distrito: Villa Alta. 1.7 km al este del Centro de Tavehua.",17.23969,-96.21056,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1300
1990,2,16,"","Oaxaca","Tepitongo",17.3,-96.03333,"Quercus candicans Née","Quercus",NA,"candicans",1700
1997,1,12,"","Oaxaca","1.5 km al S of town on trail above panteón. Distrito Miahuatlán, Región Sierra Sur",16.26,-96.27833,"Quercus acutifolia Née","Quercus",NA,"acutifolia",2485
1997,1,18,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30028,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",2000
2001,10,7,"","Oaxaca","Distrito: Villa Alta 1.16 km al S del Centro de Tavehua",17.23506,-96.21944,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1682
2001,10,7,"","Oaxaca","Distrito Villa Alta. 1.16 km al S del Centro de Tavehua",17.23506,-96.21964,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1682
2000,3,20,"","Oaxaca","Xadani, al N de El encinal, 1 Km al N.",15.99556,-96.09306,"Quercus conspersa Benth.","Quercus",NA,"conspersa",935
2000,2,23,"","Oaxaca","Xadani, 16 km N, camino a la constancia, en el Portillo.",15.96889,-96.12917,"Quercus planipocula Trel.","Quercus",NA,"planipocula",1450
1996,9,18,"","Oaxaca","3 km NNW, along trail down to river en route San Andres Mixtepec. Distrito Miahuatlán, Región Sierra Sur",16.31667,-96.3025,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1900
2001,9,10,"","Oaxaca","Rincón Tecolote, al SW de Membrillos. Distrito Huajuapam, Región Mixteca",18.03333,-97.55,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2200
2001,9,6,"","Oaxaca","La Agua Fría, al NE de Santa MAría Ixcatlán Distrito: Teotitlán de Flores Magón.",17.83333,-97.13333,"Quercus acutifolia Née","Quercus",NA,"acutifolia",2034
1999,5,12,"","Oaxaca","Dpto. Ixtlán: Sierra Norte de Oaxaca, hacia Capulalpan",17.36583,-96.35833,"Quercus leiophylla A.DC.","Quercus",NA,"leiophylla",2150
1994,8,13,"Bosque de Pino-Encino","Oaxaca","8.5 km NE de Sto. Dgo. Tonalá. Distrito Huajuapam, Región Mixteca",17.72667,-97.91722,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1890
2000,4,15,"","Oaxaca","Rancho San Agustín, 500 m al E camino a la cascada",15.99083,-96.09861,"Quercus segoviensis Liebm.","Quercus",NA,"segoviensis",760
1990,1,15,"","Oaxaca","Tepitongo",17.3,-96.03333,"Quercus elliptica Née","Quercus",NA,"elliptica",1700
1994,8,13,"","Oaxaca","La Sabana. Camino Putla-Sto. Domingo Tonalá, 1.75 km LR NW de San Juan Copala. Distrito Juxtlahuaca, Región Mixteca",17.21167,-97.97972,"Quercus castanea Née","Quercus",NA,"castanea",1790
2000,3,20,"","Oaxaca","Xadani, al N, El Encinal, 1 Km. al N.",15.99556,-96.09306,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",935
1987,12,2,"","Oaxaca","Distrito Mixe. Totontepec",17.25,-96.03333,"Quercus candicans Née","Quercus",NA,"candicans",1900
1996,10,16,"","Oaxaca","N edge. Distrito Miahuatlán, Región Sierra Sur",16.30194,-96.30028,"Quercus castanea Née","Quercus",NA,"castanea",2000
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",3000
1996,7,18,"","Oaxaca","En route Santa Catarina Quioquitani. Along the trial on the slope beyond the ford of the stream that separates San Juan and San Pedro Mixtepec. Distrito Miahuatlán, Región Sierra Sur",16.3025,-96.28556,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1890
1997,6,6,"","Oaxaca","1 km North. Distrito Miahuatlán, Región Sierra Sur",16.3,-96.28583,"Quercus castanea Née","Quercus",NA,"castanea",2025
1999,10,28,"","Oaxaca","Santa María Xadani, 6.8 km N hacia la Merced del Potrero",16,-96.06444,"Quercus peduncularis Née","Quercus",NA,"peduncularis",450
1997,5,30,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30028,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",2000
1997,4,4,"","Oaxaca","In pine forests above town. Distrito Miahuatlán, Región Sierra Sur",16.31806,-96.31667,"Quercus urbani Trel.","Quercus",NA,"urbani",2300
1999,10,27,"","Oaxaca","Dto. Pochutla. Finca Alemania, 4.1 km n 2 km del puente en el Copalita, camino hacia Santiago Xanica.",15.96611,-96.2475,"Quercus peduncularis Née","Quercus",NA,"peduncularis",560
1999,10,28,"","Oaxaca","Distrito Pochutla. SantaMaría Xadani 12.3 km N hacia la Merced del potrero.",16.03361,-96.06639,"Quercus glaucescens Bonpl.","Quercus",NA,"glaucescens",580
1995,2,15,"","Oaxaca","Distirto Yautepec 700 m de la desviación a Jilotepejillo de la Ya",16.28639,-95.85833,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",NA
1995,4,8,"","Oaxaca","Último punto del camino a Quetzaltepec, 2.5 km LR Este de San Pedro Ocotepec",16.94861,-95.82306,"Quercus corrugata Hook.","Quercus",NA,"corrugata",1440
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",3000
1995,2,15,"","Oaxaca","17.6 km de la desviación camino a Santa María Ecatepec (6 km LR NE de)",16.32111,-95.83333,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1230
1998,3,19,"","Oaxaca","A 3 km de Agua Fria, desviación a Hierba Santa, por la carretera Santiago Juxtlahuaca a San Juan Copala. Distrito Juxtlahuaca, Región Mixteca",17.20933,-97.97825,"Quercus L.","Quercus",NA,"",1725
1995,12,10,"","Oaxaca","3 km N del Poblado Benito Juárez",16.74556,-94.14389,"Quercus peduncularis Née","Quercus",NA,"peduncularis",810
1995,12,10,"","Oaxaca","Distrito Juchitan, 7 km NE del poblado Benito Juárez",16.72083,-94.15,"Quercus peduncularis Née","Quercus",NA,"peduncularis",880
1995,11,1,"","Oaxaca","Dto. Juchitán; 3 km al W del Ocote",16.93917,-95.14389,"Quercus grahamii Benth.","Quercus",NA,"grahamii",500
1986,5,3,"","Oaxaca","Dtro. Mixe. First summit of mountain above (SE of) Ayutla, in and near dense secondary thicket",17.017,-96.067,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",2760
1997,3,6,"","Oaxaca","3 km S at nis-I-quie. Distrito Miahuatlán, Región Sierra Sur",16.30028,-96.30083,"Quercus rugosa Née","Quercus",NA,"rugosa",2500
1986,5,3,"Dense secondary thicket","Oaxaca","Dto. Mixe, First summit of mountain above (SE of) Ayutla",17.017,-96.067,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2760
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",3000
1996,9,19,"","Oaxaca","West edge of town. Distrito Miahuatlán, Región Sierra Sur",16.30194,-96.30083,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2100
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus rugosa Née","Quercus",NA,"rugosa",3000
1988,10,8,"","Oaxaca","Lomas de Independencia a 7 km NE de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.33333,-97.75,"Quercus laeta Liebm.","Quercus",NA,"laeta",2250
1986,8,1,"","Oaxaca","Distrito de Ixtlan",17.217,-96.3,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",2000
1997,1,18,"","Oaxaca","Near town. Distrito Miahuatlán, Región Sierra Sur",16.30167,-96.30028,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2000
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus castanea Née","Quercus",NA,"castanea",3000
1986,8,1,"","Oaxaca","Dto. Ixtlán",17.217,-96.3,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",2000
1997,4,19,"","Oaxaca","A 11.6 km de San Sebastián Tecomaxtlahuaca, carretera 2 a Guadalupe Nundaca. Distrito Juxtlahuaca, Región Mixteca",17.30217,-98.10986,"Quercus obtusa (Willd.) Pursh","Quercus",NA,"obtusa",1690
1986,8,1,"BOSQUE DE CONIFERAS Y ENCINO","Oaxaca","S. Laxopa",17.217,-96.3,"Quercus conzattii Trel.","Quercus",NA,"conzattii",2000
1996,9,19,"","Oaxaca","km 13-14 de la carretera San Martín Duraznos a Guadalupe Nuncada. Distrito Juxtlahuaca, Región Mixteca",17.29811,-98.12339,"Quercus castanea Née","Quercus",NA,"castanea",1780
1986,4,24,"","Oaxaca","0.6 mi SW of Ruta Nacional 175 at point 11.2 mi S and W of Guelatao de Juárez at point where gravel road crosses small stream (NE of Santa María Catarina Ixtepeji)",17.283,-96.55,"Quercus castanea Née","Quercus",NA,"castanea",1960
1996,11,14,"","Oaxaca","2+ km S. Distrito Miahuatlán, Región Sierra Sur",16.30083,-96.30083,"Quercus rugosa Née","Quercus",NA,"rugosa",2400
1996,8,7,"","Oaxaca","NW of town, S shoulder of Cerro San Isidro",16.3189,-96.3014,"Quercus conzattii Trel.","Quercus",NA,"conzattii",NA
1966,3,8,"","Oaxaca","Km 1 del poblado El Manzanal, carretera Infiernillo, Distrito Santiago Juxtlahuaca",17.225,-98.0583,"Quercus L.","Quercus",NA,"",NA
1999,6,18,"","Oaxaca","La Cruz, Dto Huajuapam",17.7228,-97.9244,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1997,8,22,"","Oaxaca","A 4.5 km de Santiago Juxtlahuaca, desviación carretera hacia El Mesón. Distrito Juxtlahuaca, Región Mixteca",17.34917,-97.99556,"Quercus grahamii Benth.","Quercus",NA,"grahamii",1790
1996,1,30,"","Oaxaca","5-6 Km del poblado El Manzanal, carretera Infiernillo, Distrito Santiago Juxtlahuaca",17.2161,-98.0708,"Quercus L.","Quercus",NA,"",NA
1996,9,19,"","Oaxaca","A 3.6 km de la desviación de San Martín Duraznos a Rancho Agua de Hielo. Distrito Juxtlahuaca, Región Mixteca",17.27447,-98.08981,"Quercus castanea Née","Quercus",NA,"castanea",1950
1986,8,1,"","Oaxaca","S. Laxopa",17.217,-96.3,"Quercus elliptica Née","Quercus",NA,"elliptica",2000
1996,4,27,"Bosque de Pinus-Quercus. Suelo café negro con roca caliza","Oaxaca","Barrancas de Santiago Naranjas, senda para Santa María Yucunicoco. Distrito Juxtlahuaca, Región Mixteca",17.26667,-98,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1565
1997,8,22,"","Oaxaca","A 4.5 km de Santiago Juxtlahuaca, desviación carretera hacia El Mesón. Distrito Juxtlahuaca, Región Mixteca",17.34917,-97.99556,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",1790
1996,7,15,"","Oaxaca","24 km de Santiago Juxtlahuaca, carretera a Santos Reyes Tepejillo. Distrito Juxtlahuaca, Región Mixteca",17.4,-97.95,"Quercus obtusa (Willd.) Pursh","Quercus",NA,"obtusa",2100
1996,9,19,"","Oaxaca","A 3.6 km de la desviación de San Martín Duraznos a Rancho Agua de Hielo. Distrito Juxtlahuaca, Región Mixteca",17.27447,-98.08981,"Quercus grahamii Benth.","Quercus",NA,"grahamii",1950
1989,7,23,"Bosque de pino-Quercus, P. michoacana, P. montezumae, Q. magnoliifolia, en cañada","Oaxaca","Cañada de Indepencia, a 6 km al E de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.31667,-97.8,"Quercus laeta Liebm.","Quercus",NA,"laeta",1980
1996,1,30,"","Oaxaca","5-6 km del poblado El Manzanal, carretera a Infiernillo. Distrito Juxtlahuaca, Región Mixteca",17.2,-98.06667,"Quercus elliptica Née","Quercus",NA,"elliptica",1660
1996,4,27,"","Oaxaca","Barranca de Santiago Naranjas, senda para Santa María Yucunicoco. Distrito Juxtlahuaca, Región Mixteca",17.26667,-98,"Quercus castanea Née","Quercus",NA,"castanea",1565
1988,7,11,"","Oaxaca","Río San Lucas, 2 km S de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.3,-97.85,"Quercus laeta Liebm.","Quercus",NA,"laeta",1780
1950,8,27,"","Oaxaca","8-20 miles northeast of Tlaxiaco",17.267,-97.683,"Quercus castanea Née","Quercus",NA,"castanea",2025
1950,8,18,"","Oaxaca","West of Santo Domingo Albarradas.",17.08333,-96.25,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",NA
1950,8,18,"","Oaxaca","Santo Domingo Albarradas",17.083,-96.25,"Quercus grahamii Benth.","Quercus",NA,"grahamii",NA
1950,8,7,"","Oaxaca","SE slopes of Sierra Zempoaltepetl",16.917,-96.333,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",2850
1950,8,16,"","Oaxaca","3-5 miles northeast of Santo Domingo Albarradas.",17.083,-96.25,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",NA
1950,8,18,"","Oaxaca","Santo Domingo Albarradas",17.083,-96.25,"Quercus castanea Née","Quercus",NA,"castanea",NA
1950,8,13,"","Oaxaca","Eastward of Tlahui (nb presume = Tlahuitoltepec); coordinates approximated at ARIZ, 1996",17.117,-96.083,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",NA
1984,7,17,"","Oaxaca","Cañada de Carrizalillo, Cerro Verde. Distrito Coixtlahuaca, Región Mixteca",18.13333,-97.28333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1600
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.917,-97.917,"Quercus rugosa Née","Quercus",NA,"rugosa",3000
1981,5,31,"Pendientes en lomas. Con bosuqe bajo de Quercus, Byrsonima, Apeiba, etc. Cañones con selva mediana","Oaxaca","2 Km. al SO de S.M. Chimalapa, sobre camino a Lázaro Cárdenas y Mezquite, ± 54 Km. al E. de El Mezquite (el cual está en al carr. trans-ístmica)",16.917,-94.683,"Quercus glaucescens Bonpl.","Quercus",NA,"glaucescens",250
1950,8,16,"","Oaxaca","3-5 miles northeast of Santo Domingo Albarradas",17.083,-96.25,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",NA
