"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","genus","subgenus","specificEpithet","elevation","interest"
1989,10,12,"Bosque de pino y encino muy abierto y con fuerte pastoreo","Chiapas","ejido morelos",15.3,-92.4,"Quercus",NA,"peduncularis",900,"no"
2004,5,27,"Bosque mesófilo de montaña","Chiapas","Reserva Corta Flor",17.29305,-92.4339,"Quercus",NA,"lancifolia",690,"lancifolia"
1994,9,29,"Bosque de pino-encino, abierto por tala","Chiapas","Corazón de María",16.691117,-92.5442,"Quercus",NA,"crassifolia",1190,"no"
1987,9,11,"Acahuales maduro y joven perturbados, rodeados de pastizales inducidos","Chiapas","Paraje Chilimjoveltik",16.79445,-92.5883,"Quercus",NA,"acatenangensis",1310,"no"
1987,2,24,"Bosque de encino secundarío","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"laurina",1300,"no"
2002,5,31,"Selva mediana perennifolia en cañada, orilla de un pequeño arroyo","Chiapas","Ejido Sierra Morena",16.160833,-93.5514,"Quercus",NA,"elliptica",725,"no"
1995,10,19,"Acahual de Bosque Encino","Chiapas","Shuket Ton",16.613333,-92.5231,"Quercus",NA,"tenuiaristata",1205,"no"
1991,11,12,"Bosque de pino-encino sobre terreno con exposición E., en ladera pedregosa y pendiente pronunciada","Chiapas","Cerro El Extranjero",16.65305,-92.573889,"Quercus",NA,"segoviensis",1175,"no"
2007,6,18,"Remanente de Bosque de transición entre selva mediana y mesófilo de montaña con Quercus spp., Terminalia amazonia, sobre suelos arenosos y en pendientes agudas","Chiapas","Laguna Bélgica, entrada a la reserva",16.880467,-93.4593,"Quercus",NA,"oleoides",500,"no"
1993,7,20,"Acahual joven de encinos en lomeríos","Chiapas","Ruta Laguna Petej a Yaal Ichin",16.846383,-92.6758,"Quercus",NA,"laurina",1055,"no"
2002,6,6,"Bosque de Pinus-Quercus","Chiapas","Ejido Tiltepec",16.345283,-93.9042,"Quercus",NA,"conspersa",535,"no"
1985,8,14,"","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"peduncularis",475,"no"
1986,7,10,"Encinar; sistema forestal en abundante materia orgánica; calizo; asociado a Quercus, Clethra","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"laurina",1300,"no"
1993,4,27,"Orilla de camino, acahual arbóreo joven muy perturbado, entre cafetales, con Sambucus, Solanum, Heliocarpus, Quercus spp. dispersos","Chiapas","Yetzucum 1 Km. adelante, camino Yoshib-Cancuc",16.875283,-92.4128,"Quercus",NA,"sapotifolia",980,"no"
1993,4,22,"Bosque secundario muy perturbado con Alnus, Liquidambar, Clethra, Pteridium, poco encino y casi nada de pino. Colectado de un tocón rebrotado después de macheteo","Chiapas","2 Km. después de Soyalhó, camino SCLC-Chalam",16.888883,-92.5694,"Quercus",NA,"sapotifolia",970,"no"
1994,7,13,"Bosque de Pino-Encino","Chiapas","Sibaniljá",16.878333,-92.45,"Quercus",NA,"candicans",1000,"no"
1986,5,26,"Bosque de pino-encino, borde de camino, medio asoleado","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"rugosa",1300,"no"
2002,8,6,"Bosque de Pino-Quercus","Chiapas","Ejido Sierra Morena",16.2425,-93.5922,"Quercus",NA,"peduncularis",570,"no"
1989,10,12,"Colectado en la orilla de un arroyo en un bosque abierto de pino-encino con fuerte pastoreo","Chiapas","Vereda a Morelos",15.3,-92.4,"Quercus",NA,"castanea",900,"no"
1991,7,14,"Orilla de camino, con presencia de malezas y ruderales","Chiapas","Teopisca, 3 Km. después, sobre la carretera a San Cristóbal de Las Casas",16.558333,-92.5,"Quercus",NA,"segoviensis",900,"no"
1995,10,19,"Acahual de Bosque Encino","Chiapas","Shuket Ton",16.613333,-92.5231,"Quercus",NA,"",1205,"no"
1993,4,20,"Orilla de camino a un lado de Bosque de pino-encino abierto con Pinus oocarpa, Quercus spp., Belotia mexicana, Clethra, Trophis, Dendropanax, Oreopanax, Inga, Nectandra, Ostrya virginiana","Chiapas","1.5 Km. al norte de La Ilusión, carretera Altamirano-Comitán",16.60805,-92.0675,"Quercus",NA,"sapotifolia",705,"no"
1987,9,5,"Acahual de pino-encino; emergente","Chiapas","Paraje Chilimjoveltik",16.79445,-92.5883,"Quercus",NA,"crassifolia",1310,"no"
1993,6,24,"Bosque de encino","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"crassifolia",1178.5,"no"
1995,4,18,"Orilla de carretera y cañada de bosque de encino pino","Chiapas","Km 45 carretera Altamirano-Comitán de Domínguez",16.654167,-92.050833,"Quercus",NA,"xalapensis",737.5,"no"
1991,10,22,"Bosque de encino secundario, muy perturbado, con individuos rebrotados de Quercus rugosa","Chiapas","Cerro Huitepec Ladera Suroeste",16.75,-92.7,"Quercus",NA,"rugosa",1275,"no"
1986,9,12,"Acahual de Bosque Encino","Chiapas","Apaz",16.71,-92.7936,"Quercus",NA,"laurina",1086.5,"no"
1993,3,23,"Bosque de encino sobre ladera este del cerro Huitepec; asociado con Quercus rugosa, Q. crassifolia, Q. candicans y Viburnum jucundum","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"acatenangensis",1200,"no"
1994,8,9,"Bosque de Pino-Encino","Chiapas","Rancho Merced Bazom",16.714167,-92.488055,"Quercus",NA,"laurina",1225,"no"
1993,7,15,"Bosque de Pino-Encino","Chiapas","Cruz Quemada",16.404717,-92.2517,"Quercus",NA,"crispipilis",1115,"no"
1993,7,16,"Bosque de encino, lomerío en suelo pedregoso","Chiapas","Yaal Ichin",16.846383,-92.6758,"Quercus",NA,"rugosa",1055,"no"
1988,11,23,"Bosque de encino maduro, sotobosque con 60-70% de cobertura del dosel arbóreo, regenerado a partir de milpa desde hace 40-45 años","Chiapas","Rancho Merced Bazom",16.741117,-92.4881,"Quercus",NA,"rugosa",1225,"no"
1993,4,27,"Ladera con matorral secundario con Quercus spp., Calliandra, Vernonia, Solanum","Chiapas","Yochib, 1 Km adelante, camino Yochib-Tenejapa",16.857778,-92.451667,"Quercus",NA,"polymorpha",715,"no"
1985,8,14,"","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"peduncularis",400,"no"
1996,10,29,"Selva alta perennifolia, asociado a Guatteria anomala, Pouteria sapota, Guarea grandifolia, Terminalia amazonia, topografía ondulada, suelos ricos en M.O. Hábitat muy húmedo, abundantes musgos y bromelias","Chiapas","4 Km. al sureste del poblado de Plan de Ayutla",16.788617,-91.3156,"Quercus",NA,"skinneri",355,"skinneri"
2004,5,27,"Bosque mesófilo de montaña","Chiapas","Reserva Corta Flor",17.29305,-92.4339,"Quercus",NA,"skinneri",690,"skinneri"
1993,5,11,"Acahual de pino-encino, secundario muy perturbado, dosel 8 m, con Pinus michoacana, P. Maximinoi, Q. aff. segoviensis y Acacia pennatula abundante y Rhus, Xylosma, Vernonia y Picramnia, rocoso","Chiapas","1 Km norte de la Col. Benito Juárez, 5 Km sur desvío carretera a Amatenango del Valle",16.494167,-92.433055,"Quercus",NA,"segoviensis",890,"no"
1996,10,29,"Selva alta perennifolia. Asociado a Guatteria anomala, Pouteria sapota, Guarea grandifolia, Terminalia amazonia. Topografía ondulada, suelos ricos en M.O. Hábitat muy húmedo, abundantes musgos y bromelias","Chiapas","4 Km. al sureste del poblado de Plan de Ayutla",16.788617,-91.3156,"Quercus",NA,"skinneri",355,"skinneri"
1995,10,23,"Bosque de pino encino maduro, perturbado","Chiapas","Km. 20 de la carretera Comitán-Soyatitan",16.291667,-92.2206,"Quercus",NA,"laurina",950,"no"
1994,9,12,"","Chiapas","500 m a San Antonio de Las Rosas",16.718883,-92.525,"Quercus",NA,"crispipilis",1225,"no"
1994,6,24,"Bosque de encino-pino","Chiapas","Camino a Zaragoza de la Montaña, 500 m Sureste",16.382783,-92.2206,"Quercus",NA,"segoviensis",1100,"no"
1993,4,15,"Bosque de Encino moderadamente perturbado con Pinus sp., Parathesis, Ardisia, Miconia, Eugenia jambos y Psychotria","Chiapas","1 Km. antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737783,-92.1153,"Quercus",NA,"segoviensis",800,"no"
1993,5,11,"Acahual de pino-encino, secundario muy perturbado, dosel 8 m, con Pinus michoacana, P. Maximinoi, Q. aff. segoviensis y Acacia pennatula abundante y Rhus, Xylosma, Vernonia y Picramnia, rocoso","Chiapas","1 Km norte de la Col. Benito Juárez, 5 Km sur desvío carretera a Amatenango del Valle",16.494167,-92.433055,"Quercus",NA,"segoviensis",890,"no"
2002,2,26,"Bosque de Pino con algunos Quercus","Chiapas","Ejido Josefa Ortíz de Domínguez",16.346117,-93.6464,"Quercus",NA,"elliptica",500,"no"
1991,8,15,"Bosque de encino muy abierto, en ladera rocosa con pendiente pronunciada; como elemento del dosel","Chiapas","San Cristóbal de las Casas",16.683333,-92.6167,"Quercus",NA,"segoviensis",1150,"no"
1990,9,28,"","Chiapas","Sibaca",16.93055,-92.1394,"Quercus",NA,"peduncularis",550,"no"
1993,5,11,"Bosque de encino-pino, muy abierto, ladera con poca pendiente, suelos someros, Pinus michoacana, P. oaxacana, Quercus sp., Q. crispipilis, Juniperus gamboana, Acacia pennatula y Dodonea","Chiapas","Km. 145 carretera Comitán-San Cristóbal, 2.5 Km. noroeste Laguna Larga",16.452783,-92.2778,"Quercus",NA,"segoviensis",1010,"no"
1993,4,29,"Acahual arbóreo en suelo pedregoso","Chiapas","C'atixtic",16.785,-92.7269,"Quercus",NA,"crassifolia",1150,"no"
1993,7,6,"Bosque de encinos, lomerios, suelo pedregoso","Chiapas","Yaal Ichin",16.846383,-92.6758,"Quercus",NA,"crassifolia",1055,"no"
1993,9,22,"Bosque de encinos","Chiapas","Bautista Chico",16.802783,-92.7089,"Quercus",NA,"crassifolia",1178.5,"no"
1994,10,19,"Bosque de encino sobre ladera pedregosa con pendiente moderada","Chiapas","1.5 Km al sur de San Isidro Chijilté",16.55,-92.533055,"Quercus",NA,"crispipilis",1740,"no"
1993,4,15,"Bosque de Encino moderadamente perturbado con Pinus sp., Parathesis, Ardisia, Miconia, Eugenia jambos y Psychotria","Chiapas","1 Km. antes de San Luis, sobre el camino Oxchuc-Altamirano",16.737783,-92.1153,"Quercus",NA,"sapotifolia",800,"no"
1987,2,18,"BOSQUE DE ENCINO PERTURBADO","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"laurina",1300,"no"
1997,10,15,"Bosque transicional de Pino-Liquidambar a Selva tropical","Chiapas","Sobre el camino de F. Prusia hacia Cpto. El Triunfo",15.691667,-92.7,"Quercus",NA,"skinneri",735,"skinneri"
1994,6,24,"Bosque de encino-pino","Chiapas","Camino a Zaragoza de la Montaña, 500 m Sureste",16.382783,-92.2206,"Quercus",NA,"crispipilis",1100,"no"
1988,11,15,"Acahual alto derivado de bosque de pino-encino, asociada a Quercus crassifolia, Q. rugosa, Myrica cerifera, Pinus spp.","Chiapas","Chilil",16.66945,-92.4808,"Quercus",NA,"laurina",1175,"no"
1995,3,17,"Bosque de encinos","Chiapas","Quintana Roo",16.6,-93.55,"Quercus",NA,"peduncularis",425,"no"
1982,10,26,"Bosque de Pino-Encino","Chiapas","Ejido Flores Magón",16.633333,-92.5139,"Quercus",NA,"crispipilis",1225,"no"
1992,7,22,"Bosque abierto de encino, asociado a Quercus rugosa, Ostrya virginiana var. guatemalensis y Arbutus xalapensis","Chiapas","Ejido Flores Magón",16.633333,-92.5139,"Quercus",NA,"acatenangensis",1175,"no"
1990,11,5,"Bosque de encino maduro, asociado a Quercus candicans, Q. rugosa, Q. crassifolia, Q. laurina, Persea americana, Clethra lanata y Styrax argenteus","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"laurina",1225,"no"
1986,7,22,"ENCINAR SECUNDARIO","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"laurina",1300,"no"
1992,2,4,"En interior de bosque de pino-encino","Chiapas","3 km al NE de San Andrés Puerto Rico",16.700278,-92.405555,"Quercus",NA,"polymorpha",950,"no"
1993,4,13,"Bosque de pino y encino, con Quercus crispipilis, Pinus maximinoi, Pinus oaxacana, Juniperus comitana, ladera con exposición norte","Chiapas","Frente al rancho San Agustín, 5 Km al este de Tulanca",16.508611,-92.346667,"Quercus",NA,"segoviensis",1115,"no"
1994,7,21,"Bosque de Pino-Encino","Chiapas","Carretera Domingo Chanona a Ocoz. 3 Km. del lim Ocoz.-Villa Flores",16.500833,-93.4561,"Quercus",NA,"acutifolia",525,"no"
1985,8,14,"","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"polymorpha",475,"no"
2004,3,3,"Bosque de encino con Liquidambar","Chiapas","3 Km. al sureste de la Escuela de Cholol",16.798617,-92.2989,"Quercus",NA,"sapotifolia",945,"no"
1994,9,1,"Bosque de pino-encino en orilla de camino; asociado a Pinus ayacahuite, Ostrya virginiana","Chiapas","San Antonio Las Rosas-Tulantik",16.725555,-92.364722,"Quercus",NA,"laurina",1185,"no"
1989,7,12,"Matorral de Baccharis vaccinioides, Rubus spp. y Galium spp., derivado de bosque de encino","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"crispipilis",1175,"no"
1988,8,21,"Claro de bosque de pino-encino","Chiapas","Chamula",16.78445,-92.6853,"Quercus",NA,"rugosa",1150,"no"
1993,6,24,"Bosque de encino","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"rugosa",1178.5,"no"
2002,8,6,"Bosque de Quercus","Chiapas","Ejido Sierra Morena, al oeste del poblado",16.2425,-93.5922,"Quercus",NA,"glabrescens",570,"no"
1985,8,14,"","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"polymorpha",300,"no"
1988,11,12,"Bosque abierto de pino-encino, con Quercus rugosa, Q. crassifolia, Pinus oaxacana, P. oocarpa y Crataegus pubescens","Chiapas","Rancho Nuevo",16.666667,-92.5833,"Quercus",NA,"crispipilis",1100,"no"
1997,10,16,"","Chiapas","Sobre el camino Campamento El Triunfo-Finca Liquidambar",15.68055,-92.7028,"Quercus",NA,"benthamii",1015,"no"
1983,12,14,"","Chiapas","Joigelito",16.73055,-92.8333,"Quercus",NA,"peduncularis",875,"no"
1991,10,22,"Bosque de encino secundario, muy perturbado, con individuos rebrotados de Quercus rugosa","Chiapas","Cerro Huitepec Ladera Suroeste",16.75,-92.7,"Quercus",NA,"rugosa",1275,"no"
1993,5,25,"Bosque de Quercus-Alnus-Drimys","Chiapas","Yaal Ichin",16.846383,-92.6758,"Quercus",NA,"crassifolia",1055,"no"
1991,10,4,"Bosque maduro de encino maduro, en el dosel","Chiapas","Rancho Merced Bazom",16.714167,-92.488055,"Quercus",NA,"crispipilis",1225,"no"
1989,6,26,"Bosque de encino medianamente maduro, asociado con Quercus crassifolia, Q. candicans, Q. rugosa, Q. laurina y Persea americana","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"candicans",1200,"no"
2002,10,23,"Bosque de Pinus-Quercus","Chiapas","En el ejido Tierra y Libertad",16.353617,-93.9064,"Quercus",NA,"castanea",475,"no"
1985,8,14,"","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"peduncularis",400,"no"
2002,10,23,"Bosque de Pinus-Quercus","Chiapas","En el ejido Tierra y Libertad",16.353617,-93.9064,"Quercus",NA,"glabrescens",475,"no"
1993,4,22,"Bosque secundario muy perturbado con Alnus, Liquidambar, Clethra, Pteridium, poco encino y casi nada de pino. Colectado de un tocón rebrotado después de macheteo","Chiapas","2 Km. después de Soyalhó, camino SCLC-Chalam",16.888883,-92.5694,"Quercus",NA,"lancifolia",970,"lancifolia"
2002,8,6,"Bosque de Quercus","Chiapas","Ejido Sierra Morena, al oeste del poblado",16.2425,-93.5922,"Quercus",NA,"elliptica",570,"no"
1993,9,22,"Bosque de encinos","Chiapas","Bautista Chico",16.802783,-92.7089,"Quercus",NA,"rugosa",1178.5,"no"
1994,9,29,"Bosque de pino-encino perturbado","Chiapas","Rancho La Hierba Buena",16.476667,-92.2983,"Quercus",NA,"crispipilis",1075,"no"
1993,5,18,"Acahual arbóreo de Quercus","Chiapas","TSuroestetom Tetic, (pat yut ch'entic)",16.828333,-92.715,"Quercus",NA,"rugosa",1210,"no"
1988,6,12,"Bosque de pino-encino abierto; con dominancia de Pinus oaxacana, P. montezumae, P. maximinoi, Quercus laurina, Q. rugosa, Q. crassifolia, Prunus serotina y Cleyera theaeoides","Chiapas","Rancho Nuevo",16.666667,-92.5833,"Quercus",NA,"crispipilis",1125,"no"
1985,8,14,"Encinar, ladera pedregosa; suelo somero arcillo, calizo, asociado a palmas y otras especies Quercus","Chiapas","Ejido Ignacio Allende",16.516667,-92.9917,"Quercus",NA,"polymorpha",400,"no"
1990,12,5,"Bosque de encino maduro, asociado a Quercus candicans, Q. rugosa, Q. crassifolia, Q. laurina, Persea americana, Clethra lanata y Styrax argenteus","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"laurina",1225,"no"
1986,4,26,"Bosque de pino-encino, borde de camino, medio soleado; asociado a Quercus","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"laurina",1300,"no"
1993,4,15,"Ladera de Bosque de pino-encino muy perturbado con Pinus oocarpa, Oreopanax sp. Y Quercus sp.","Chiapas","Cushuljá, cruce de las carreteras Ocosingo y Altamirano",16.816117,-92.1725,"Quercus",NA,"sapotifolia",650,"no"
1994,7,21,"Bosque de Pino-Encino","Chiapas","Carretera Domingo Chanona a Ocoz. 3 Km. del lim Ocoz.-Villa Flores",16.500833,-93.4561,"Quercus",NA,"peduncularis",525,"no"
1994,5,26,"Bosque de Encino muy perturbado; con Q. sapotaefolia y Q. candicans","Chiapas","3 Km. antes de Yochib, camino hacia Tenejapa-SCLC",16.84445,-92.4361,"Quercus",NA,"peduncularis",750,"no"
1989,10,12,"Bosque de pino y encino muy abierto y con fuerte pastoreo","Chiapas","Motozintla",15.35,-92.2333,"Quercus",NA,"peduncularis",900,"no"
1993,5,18,"Bosque abierto de Pinus oocarpa","Chiapas","8 km de Altamirano hacia la Laguna",16.716667,-91.988889,"Quercus",NA,"peduncularis",640,"no"
1993,4,22,"Bosque de Encino perturbado con Quercus laurina, Q. rugosa, Prunus brachybotrya, Drimys, Holodiscus, Buddleia spp., Viburnum jucundum, Baccharis vaccinioides, Alnus, Pteridium y Rubus spp.","Chiapas","1 Km. de Taza de Agua hacia Tzontehuitz",16.79305,-92.5961,"Quercus",NA,"acatenangensis",1285,"no"
1993,5,13,"Acahual arbóreo de encino de hasta 5 m de alto, muy abierto e insolado","Chiapas","1 Km. noreste río Florido, camino Pasthonticja-Río Florido",16.702217,-92.2644,"Quercus",NA,"peduncularis",985,"no"
2002,8,6,"Bosque de Pino-Quercus","Chiapas","Ejido Sierra Morena",16.2425,-93.5922,"Quercus",NA,"conspersa",570,"no"
1999,4,20,"Bosque medianamente maduro Viburnum sp., Drimys sp., Litsea sp., Holodiscus sp.","Chiapas","Tzontehuitz",16.811117,-92.5731,"Quercus",NA,"laurina",1320,"no"
1992,3,10,"Bosque de pino-encino, asociado con Pinus oaxacana, P. montezumae, P. pseudostrobus, Quercus segoviensis y Crataegus pubescens","Chiapas","El Aguaje, 5 km de San Cristóbal, rumbo a Teopisca",16.688889,-92.589389,"Quercus",NA,"segoviensis",2425,"no"
1994,10,5,"Bosque perturbado rodeado de una milpa, localidad húmeda; Protium copal","Chiapas","Entre Pantheló (centro) y El Progreso, al oeste del centro de Pantheló",17.0225,-92.515,"Quercus",NA,"oleoides",500,"no"
1992,7,22,"Bosque abierto de encino, asociado a Quercus crispipilis y Ostrya virginiana var. guatemalensis","Chiapas","Ejido Flores Magón",16.633333,-92.5139,"Quercus",NA,"obtusata",1175,"no"
1995,9,22,"Orilla de carretera y matorral","Chiapas","Km. 33.9 de la carretera Escopetazo-Bochil",16.972222,-92.913889,"Quercus",NA,"polymorpha",830,"no"
1993,5,27,"Bosque de encino, en ladera, suelo pedregoso con influencia volcánica","Chiapas","La Selva",16.7525,-92.695,"Quercus",NA,"laurina",1200,"no"
1987,9,18,"Acahual abierto ca. de 3 años, en borde mayor de 5 años, con pinos jóvenes de 1 m. aproximadamente","Chiapas","Chilil",16.66945,-92.4808,"Quercus",NA,"laurina",1175,"no"
2005,5,27,"Acahual de encino, suelo pedregoso asoc. Rhus, Quercus polymorpha, Ximenia","Chiapas","500 m del mirador Tzimol",16.190283,-92.1764,"Quercus",NA,"sapotifolia",750,"no"
1995,3,17,"Bosque de encino-pino","Chiapas","Quintana Roo",16.6,-93.55,"Quercus",NA,"salicifolia",400,"no"
1994,6,24,"Bosque de encino-pino","Chiapas","200 m camino a Zaragoza de la Montaña, carretera Rancho Nuevo-Comitán",16.382783,-92.2206,"Quercus",NA,"segoviensis",1100,"no"
1994,10,19,"Bosque de encino sobre ladera pedregosa con pendiente moderada","Chiapas","1.5 Km al sur de San Isidro Chijilté",16.55,-92.533055,"Quercus",NA,"conspersa",1740,"no"
2007,6,18,"Remanente de Bosque de transición entre selva mediana y mesófilo de montaña con Quercus spp., Terminalia amazonia, sobre suelos arenosos y en pendientes agudas","Chiapas","Laguna Bélgica, entrada a la reserva",16.880467,-93.4593,"Quercus",NA,"elliptica",500,"no"
1993,5,6,"Bosque secundario con Pinus chiapensis, Alnus, Liquidambar, Quercus candicans, Q. crassifolia, Cornus, Oreopanax, Saurauia, Ostrya, Fuchsia paniculata, Holodiscus, Lophosoria y Phoebe","Chiapas","9 Km. de Larráinzar hacia Bochil",16.935,-92.7722,"Quercus",NA,"acatenangensis",930,"no"
1993,4,20,"Bosque de pino-encino abierto con Pinus oocarpa, Quercus spp., Belotia mexicana, Clethra, Trophis, Dendropanax, Oreopanax, Inga, Nectandra, Ostrya virginiana; ladera exposicion S, pronunciada","Chiapas","1.5 Km. al norte de La Ilusión, carretera Altamirano-Comitán",16.60805,-92.0675,"Quercus",NA,"xalapensis",705,"no"
1993,5,25,"Bosque de Quercus-Alnus-Drimys","Chiapas","Yaal Ichin",16.846383,-92.6758,"Quercus",NA,"laurina",1055,"no"
1994,7,21,"Bosque de Pino-Encino","Chiapas","Carretera Domingo Chanona a Ocoz. 3 Km. del lim Ocoz.-Villa Flores",16.500833,-93.4561,"Quercus",NA,"peduncularis",525,"no"
1993,4,20,"Orilla de camino a un lado de Bosque de pino-encino abierto con Pinus oocarpa, Quercus spp., Belotia mexicana, Clethra, Trophis, Dendropanax, Oreopanax, Inga, Nectandra, Ostrya virginiana","Chiapas","1.5 Km. al norte de La Ilusión, carretera Altamirano-Comitán",16.60805,-92.0675,"Quercus",NA,"sapotifolia",705,"no"
1982,9,23,"Bosque de pino-encino parcialmente sombreado","Chiapas","Rancho Nuevo",16.666667,-92.5833,"Quercus",NA,"crispipilis",1125,"no"
1991,10,22,"","Chiapas","Ladera Sw del Cerro huitepec, cercano a Los Alcanfores",16.741667,-92.7,"Quercus",NA,"rugosa",1200,"no"
1993,5,24,"Bosque de encino-pino; abierto por extracción de leña y carbón","Chiapas","Corazón de María",16.691111,-92.544167,"Quercus",NA,"crassifolia",1190,"no"
1994,5,18,"Bosque de encino","Chiapas","Cueva del Venado, 9 Km antes de Chanal llegando por Chilil",16.583333,-92.235833,"Quercus",NA,"segoviensis",1050,"no"
1994,9,5,"Bosque de pino-encino, muy abierto; asociado a Viburnum jucundum, Salvia cinnabarina","Chiapas","San Antonio Las Rosas-K'ostik",16.72305,-92.3647,"Quercus",NA,"crispipilis",1185,"no"
1991,8,15,"Bosque de encino muy abierto, en ladera rocosa con pendiente pronunciada; en el bosque; dosel no mayor de 10 m","Chiapas","San Cristóbal de las Casas",16.683333,-92.6167,"Quercus",NA,"segoviensis",2256.5,"no"
1997,5,21,"Pastizal abierto o pequeñas sabanas derivadas de Selvas medianas subperennifolias. Sobre suelos planos, arenosos, buen drenaje superficial. Asociado a Calophyllum brasiliense, Byrsonima crassifolia. Esta especie es más abundante rumbo América Libre","Chiapas","500 m al suroeste del poblado de Pico de Oro",16.343333,-90.7683,"Quercus",NA,"oleoides",130,"no"
2002,3,1,"Bosque de Quercus","Chiapas","A 1 Km. del ejido El Paraíso",16.243333,-93.7131,"Quercus",NA,"elliptica",480,"no"
1994,5,19,"Bosque de Pino-Encino","Chiapas","San Pablo Chalchihuitán, 2 Km. antes, entrando por Chenalhó",16.95555,-92.5944,"Quercus",NA,"peduncularis",750,"no"
1993,4,29,"Bosque de Quercus, Pinus, Ostrya-Liquidámbar, perturbado, ladera con exposición NE, asociado a Prunus brachybotrya, Persea americana, Cornus disciflora, Cleyera theoides, Alnus sp., Acer negundo","Chiapas","700 m adelante de Balun Canal, camino San Cristóbal-Tenejapa",16.8,-92.516667,"Quercus",NA,"",1050,"no"
1995,10,19,"Acahual de Bosque Encino","Chiapas","Shuket Ton",16.613333,-92.5231,"Quercus",NA,"crassifolia",1205,"no"
1986,10,6,"Bosque de encino con algunos pinos aislados","Chiapas","Bautista Chico",16.8,-92.7167,"Quercus",NA,"crassifolia",1300,"no"
1997,5,9,"BOSQUE DE NUBLISELVA","Chiapas","Yerbabuena",17.183333,-92.7,"Quercus",NA,"benthamii",1075,"no"
1991,3,6,"Bosque de encino maduro, asociado a Quercus candicans, Q. rugosa, Q. crassifolia, Q. laurina, Persea americana, Clethra lanata y Styrax argenteus","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"crassifolia",1225,"no"
2002,4,19,"Bosque mesófilo de montaña","Chiapas","Ejido Tres Picos, 5 Km. al Suroeste del Cerro Tres Picos",16.196383,-93.6094,"Quercus",NA,"lancifolia",1178,"lancifolia"
1993,4,29,"Acahual arbóreo en suelo pedregoso","Chiapas","C'atixtic",16.785,-92.7269,"Quercus",NA,"crassifolia",1150,"no"
1993,5,6,"Acahual arbóreo en ladera pronunciada con Alnus, Liquidambar, Quercus candicans, Ostrya y Monnina","Chiapas","4 Km. de Larrainzar hacia Bochil",16.911117,-92.7358,"Quercus",NA,"",960,"no"
1988,11,22,"Bosque de pino-encino medianamente maduro","Chiapas","Chilil",16.66945,-92.4808,"Quercus",NA,"crassifolia",1175,"no"
1993,5,6,"ladera de vegetación arbustiva secundaria con Mimosa, Trema, Acacia, Agave y Tecoma stans","Chiapas","5 Km. adelante de Bochil hacia Suyaló",16.968883,-92.9208,"Quercus",NA,"peduncularis",710,"no"
1995,5,8,"Ladera sur, pronunciada, de bosque de encino pino","Chiapas","Nahotic, 1.7 Km. al suroriente de Chilil",16.801383,-92.5303,"Quercus",NA,"rugosa",1137.5,"no"
1991,11,7,"Bosque de pino-encino; dosel relativamente abierto","Chiapas","Paraje Chainatic",16.716667,-92.8,"Quercus",NA,"peduncularis",1050,"no"
2002,5,29,"Bosque de Quercus","Chiapas","Ejido El Paraíso",16.25,-93.339444,"Quercus",NA,"glaucoides",750,"no"
1993,3,22,"Bosque de encino medianamente maduro","Chiapas","Estación Biológica Huitepec",16.745833,-92.6961,"Quercus",NA,"candicans",1200,"no"
1993,4,21,"Bosque de pino encino muy abierto; asociado a Arbutus xalapensis, Quercus crispipilis, Q. crassifolia, Pinus oaxacana y Baccharis vaccinioides","Chiapas","Corazón de María",16.691111,-92.544167,"Quercus",NA,"rugosa",1190,"no"
1993,5,13,"Acahual arbóreo de encino de hasta 5 m. de lato, muy abierto e insolado","Chiapas","1 Km. noreste río Florido, camino Pasthonticja-Río Florido",16.702217,-92.2644,"Quercus",NA,"polymorpha",985,"no"
