"year","month","day","habitat","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","genus","subgenus","specificEpithet","elevation"
1996,4,22,"","Oaxaca","5 km del poblado El Manzanal, carretera a Infiernillo. Distrito Juxtlahuaca, Región Mixteca",17.2,-98.06667,"Quercus elliptica Née","Quercus",NA,"elliptica",1565
1989,4,NA,"","Chiapas","RESERVA EL TRIUNFO (Campamento/HQ). Cañada Honda",15.65,-92.8,"Quercus skinneri Benth.","Quercus",NA,"skinneri",1460
1988,7,11,"","Oaxaca","Río San Lucas, 2 km S de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.3,-97.85,"Quercus laeta Liebm.","Quercus",NA,"laeta",1780
1994,6,24,"Bosque de Pino-Encino","Chiapas","Camino a Zaragoza de la Montaña, 500 m SE",16.38278,-92.22056,"Quercus segoviensis Liebm.","Quercus",NA,"segoviensis",2200
1990,2,9,"Disturbed evergreen forest.","Chiapas","Track from Ejido Boqueron to Cerro Boqueron",15.25,-92.283,"Quercus laurina Bonpl.","Quercus",NA,"laurina",2400
1994,10,6,"Bosque de encinos con palmas","Oaxaca","Sabino Solo, 5 km de San Sebastián Tecomaxtlahuaca, carretera Coicoyan de las Flores. Distrito Juxtlahuaca, Región Mixteca",17.31667,-98.05,"Quercus grahamii Benth.","Quercus",NA,"grahamii",1710
1996,9,19,"","Oaxaca","Km 13-14 de la carretera San Martín Duraznos a Guadalupe Nundaca. Distrito Juxtlahuaca, Región Mixteca",17.29811,-98.12339,"Quercus obtusa (Willd.) Pursh","Quercus",NA,"obtusa",1780
1997,5,21,"Pastizal abierto o pequeñas sabanas derivadas de Selvas Medianas Subperennifolias. Sobre suelos planos, arenosos, buen drenaje superficial","Chiapas","500 m al SW del Poblado de Pico de Oro, Marqués de Comillas",16.34333,-90.76833,"Quercus oleoides Schltdl. & Cham.","Quercus",NA,"oleoides",260
1986,4,24,"","Oaxaca","1.8 mi E of Ruta Nacinal 175 at La Cumbre on dirt road to Yurila",17.167,-96.583,"Quercus glabrescens Benth.","Quercus",NA,"glabrescens",2640
1994,5,20,"","Oaxaca","8.5 km en línea recta al S (177°) de Santa Cruz Tepetotutla",17.66222,-96.55389,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",2410
1990,2,8,"","Chiapas","Road from El Rosario to Cerro Boqueron, 2 km south of Ojos de Agua",15.283,-92.35,"Quercus vicentensis Trel.","Quercus",NA,"vicentensis",1750
1994,4,10,"","Chiapas","La comunidad Lacandona de Nahá, 27.0 Km. al sureste de Palenque, por la carretera fronteriza hasta el crucero Chacalá, después de 55.6 Km. por el camino de terracería hacia Monte Libano",16.983,-91.6,"Quercus skinneri Benth.","Quercus",NA,"skinneri",950
1987,9,16,"","Oaxaca","Santiago Amatepec",17.25,-96,"Quercus candicans Née","Quercus",NA,"candicans",2000
1993,1,16,"Rather open ridge top, with some pine and Arbutus","Oaxaca","52 air Km S of Huajuapan de Leon, 11 air Km NW of Tlaxiaco, on road between Santiago Juxtlahuaca and Tlaxiaco, 20 road Km E of San Juan Mixtepec, 13 road Km W of Tlaxiaco",17.35,-97.733,"Quercus conzattii Trel.","Quercus",NA,"conzattii",2060
1950,8,18,"","Oaxaca","3-4 miles southwest of Santo Domingo Albarradas",17.083,-96.25,"Quercus candicans Née","Quercus",NA,"candicans",NA
1950,8,27,"","Oaxaca","Sierra Yucuyagua",16.91667,-97.91667,"Quercus castanea Née","Quercus",NA,"castanea",3000
1994,3,3,"Bosque mesófilo de montaña","Oaxaca","6.5 km en línea recta al S (172°) de Santa Cruz Tepetotutla",17.68056,-96.54944,"Quercus salicifolia Née","Quercus",NA,"salicifolia",2000
1950,8,16,"","Oaxaca","Oaxaca, 3-5 miles northeast of Santo Domingo Albarradas",17.083,-96.25,"Quercus conspersa Benth.","Quercus",NA,"conspersa",NA
1950,8,18,"","Oaxaca","Oaxaca, Santo Domingo Albarradas",17.083,-96.25,"Quercus conspersa Benth.","Quercus",NA,"conspersa",NA
1990,2,8,"","Chiapas","Road from El Rosario to Cerro Boqueron, 2 km. south of Ojo de Agua",15.283,-92.35,"Quercus sapotifolia Liebm.","Quercus",NA,"sapotifolia",1750
1978,11,6,"","Oaxaca","En San Pablo Macuiltianguis, a 10 km de la entrada por la puerte del sol",17.55,-96.55,"Quercus crassifolia Bonpl.","Quercus",NA,"crassifolia",2600
1989,8,20,"","Oaxaca","3 km al W de Coicoyán, camino a Atzompa. Distrito Juxtlahuaca, Región Mixteca",17.26667,-98.3,"Quercus elliptica Née","Quercus",NA,"elliptica",2450
1994,3,2,"","Oaxaca","8.0 km en línea recta al S (177°) de Santa Cruz Tepetotutla",17.66833,-96.55667,"Quercus corrugata Hook.","Quercus",NA,"corrugata",2250
1994,3,31,"Bosque de coniferas","Oaxaca","6 km. al S. de La Cumbre camino Guevea de Humboldt",16.8,-95.4,"Quercus elliptica Née","Quercus",NA,"elliptica",840
1986,6,17,"","Oaxaca","Along Hwy 190 between Huajuapan de León and Oaxaca, 9 km road NE of Yanhuitlán. Distrito Nochixtlán, Región Mixteca",17.55,-97.36667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",2150
1993,6,20,"Bosque mesófilo, con Pinus y Quercus. Suelo café arcilloso.","Oaxaca","A 2 km de San Martín Duraznos, carretera a Guadalupe Nundaca. Distrito Juxtlahuaca, Región Mixteca",17.3,-98.11667,"Quercus candicans Née","Quercus",NA,"candicans",2165
1984,6,4,"Encinar y selva con Brosimum, Tabebuia, Spondias, Bursera simaruba, Guazuma, Apeiba, Terminalia, Calophyllum","Oaxaca","Camino Real en la bajada al Río Milagro, ca 1.5 km al SO de Sta. María",16.9,-94.683,"Quercus glaucescens Bonpl.","Quercus",NA,"glaucescens",230
1992,6,29,"","Oaxaca","Cañada de San Jerónimo, al N de el poblado, siguiendo la corriente del río ca. 3 km. Distrito Miahuatlán, Región Sierra Sur",16.25,-96.88333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1450
1992,5,27,"","Oaxaca","Cerro El Veinte, 7 Km S de (San Juan) Tonaltepec",17.55,-96.95,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1950
1988,5,5,"","Oaxaca","3 km al N de San Miguel Tenango.",16.317,-95.583,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1990,5,7,"","Oaxaca","Distrito Mixe; Totontepec",17.25,-96.033,"Quercus elliptica Née","Quercus",NA,"elliptica",1900
1990,4,17,"","Oaxaca","TOTONTEPEC",17.25,-96.033,"Quercus ocoteifolia Liebm.","Quercus",NA,"ocoteifolia",1900
1990,9,10,"Chaparral de Quercus","Oaxaca","Las Placas, Cerro Verde al NE de Tepelmeme. Distrito Coixtlahuaca, Región Mixteca",18.06667,-97.31667,"Quercus deserticola Trel.","Quercus",NA,"deserticola",NA
1991,3,29,"","Oaxaca","1 Km al S de Fortin el Alto, brecha Chicahua-Nochixtlán, Distrito Nochixtlán.",17.6,-97.2,"Quercus obtusa (Willd.) Pursh","Quercus",NA,"obtusa",2200
1993,1,15,"On rocky, more or less barren, SW slope. With several white oaks, and several black oaks nearby in a more mesic arroyo","Oaxaca","5.5 road km (2 air km) E of Santiago Juxtlahuaca on the road to San Juan Mixtepec and Tlaxiaco. Distrito Juxtlahuaca, Región Mixteca",17.35,-98,"Quercus conzattii Trel.","Quercus",NA,"conzattii",1980
1993,1,15,"","Oaxaca","Ca. 60 air km SSW of Cd. Oaxaca, 9 rd km E of Juxtlajuaca on road to Tlaxiaco, 9 km W of tejocotes",17.35,-97.933,"Quercus laurina Bonpl.","Quercus",NA,"laurina",2650
1993,1,16,"","Oaxaca","NE of Oaxaca on Highway 175 17.5 km N of the junction with highway 190 in Oaxaca, 4 km SW of the summit 'La Cumbre'",17.167,-96.6,"Quercus conzattii Trel.","Quercus",NA,"conzattii",2300
1991,3,29,"","Oaxaca","1 Km al S de Fortín El Alto, camino Chicahua - Nochixtlán",17.6083,-97.2083,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1990,9,10,"","Oaxaca","Tierra Colorada, Cerro Verde, NE de Tepelmeme Villa de Morelos. Distrito Coixtlahuaca, Región Mixteca",18.05,-97.33333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1986,3,15,"","Oaxaca","Cabecera del Arroyo Caracol, Cerro Guayabitos, al NO de Benito Juárez, ca. 40 km en línea recta al N de San Pedro Tapanatepec",16.733,-94.183,"Quercus L.","Quercus",NA,"",1500
1993,1,18,"","Oaxaca","NE of Oaxaca on Highway 175 33 km N of the junction with Highway 190 in Oaxaca, 11.5 km NE of the summit 'La umbre', 2.7 km NE of La Punta, at Las Animas",17.25,-96.55833,"Quercus conzattii Trel.","Quercus",NA,"conzattii",2290
1990,8,6,"","Oaxaca","41.5 Km al SW de San Jeronimo Coatlan, brecha a Progreso",16.1639,-97.0069,"Quercus cortesii Liebm.","Quercus",NA,"cortesii",NA
1992,6,29,"Selva baja caducifolia, alterada. Suelo calizo","Oaxaca","Cañada de San Jerónimo, al N de el poblado, siguiendo la corriente del río ca. 3 km. Distrito Miahuatlán, Región Sierra Sur",16.25,-96.88333,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",1450
1991,12,12,"","Oaxaca","4 km al S de San Antonio Nduayaco. Distrito Nochixtlán, Región Mixteca",17.65,-97.16667,"Quercus crassipes Bonpl.","Quercus",NA,"crassipes",2300
1991,12,5,"","Oaxaca","Río Seco a Río Santiago, SW de Santa María Tecomavaca, brecha a Santa María Ixcatlán",17.9,-97.067,"Quercus polymorpha Schltdl. & Cham.","Quercus",NA,"polymorpha",1150
NA,NA,NA,"","Oaxaca","Distrito Nochtitlán. 'El Boqueron'ca. de 4 km al S de San Miguel y O de Sta. Ma. Ocotlán.",17.717,-97.167,"Quercus greggii (A.DC.) Trel.","Quercus",NA,"greggii",2150
1990,9,7,"","Oaxaca","Cerro Malintzin, NO de San Pedro Nopala. Distrito Teposcolula, Región Mixteca",17.85167,-97.56556,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2610
1994,8,26,"","Oaxaca","Dto. tehuantepec. 16 km al NW de Santiago Lachiguirí, camino al Rancho El Porvenir",16.717,-95.517,"Quercus candicans Née","Quercus",NA,"candicans",1082
1994,5,16,"","Oaxaca","7.6 Km al S en linea recta de Santa Cruz Tepetotutla",17.6703,-96.5578,"Quercus eugeniifolia Liebm.","Quercus",NA,"eugeniifolia",NA
1990,9,16,"","Oaxaca","2 km S de San Antonio Nduayaco. Distrito Nochixtlán, Región Mixteca",17.68333,-97.16667,"Quercus crassipes Bonpl.","Quercus",NA,"crassipes",2200
1990,9,10,"Bosque de encino","Oaxaca","Al N-E de El Rodeo, faldas de Cerro Verde. Distrito Coixtlahuaca, Región Mixteca",18.06667,-97.36667,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2500
1990,9,10,"","Oaxaca","NE de El Rodeo, falda de Cerro Verde. Distrito Coixtlahuaca, Región Mixteca",18.06667,-97.36667,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2500
1988,10,2,"Vegetación mixta de Pinus, Quercus, Bursera, Leucaena, Juniperus. rocas ígneas","Oaxaca","Río San Lucas a 2 km SO de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.3,-97.85,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1780
1986,5,3,"","Oaxaca","Dtro. de Mixe: First summit of mountain above (SE of) Ayutla.",17.017,-96.067,"Quercus laurina Bonpl.","Quercus",NA,"laurina",2760
1988,10,6,"Bosque húmedo de Pinus leiophylla y Quercus candicans","Oaxaca","Yucu Shúun (Monte de Tesoro) a 16 km S de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.23333,-97.85,"Quercus frutex Trel.","Quercus",NA,"frutex",2600
1986,5,9,"In secondary woodland of Quercus and Arbutus","Oaxaca","South slope of Sierra de San Felipe on trail from Estación microondas Corral de Piedras",17.15,-96.683,"Quercus L.","Quercus",NA,"",2930
1986,10,1,"","Oaxaca","6 km al S de Magdalena Jicotlán, por la terracería rumbo a Tamazulapan",17.817,-97.467,"Quercus castanea Née","Quercus",NA,"castanea",NA
1986,5,9,"","Oaxaca","South slope of Sierra de San Felipe on trail from Estación Microondas Corral de Piedras.",17.15,-96.68333,"Quercus rugosa Née","Quercus",NA,"rugosa",2930
1991,12,7,"","Oaxaca","San Jerónimo Sosola",17.333,-97.05,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2000
1987,12,3,"","Oaxaca","",17.217,-96.3,"Quercus elliptica Née","Quercus",NA,"elliptica",2000
1984,10,5,"Bosque mesófilo de montaña, con Liquidambar, Quercus etc. Suelo negro. ladera fuerte","Oaxaca","Arroyo el Salto, ca. 2 km al NO de la Coralilla (Díaz Ordáz), ca. 38 km en línea Recta al N de San Pedro Tapanatepec, lado sur del Cerro Sabinal",16.717,-94.183,"Quercus sartorii Liebm.","Quercus",NA,"sartorii",1300
1992,6,1,"","Oaxaca","18 Km al SW de San Jerónimo Coatlán, carretera Miahuatlán - Piedra Larga, Dto Miahuatlán",16.2083,-96.975,"Quercus martinezii C.H.Mull.","Quercus",NA,"martinezii",NA
1988,5,5,"","Oaxaca","4 km al N de San Miguel Tenango",16.317,-95,"Quercus conzattii Trel.","Quercus",NA,"conzattii",NA
1991,1,8,"","Oaxaca","Distrito: Mixe; Totontepec",17.25,-96.033,"Quercus elliptica Née","Quercus",NA,"elliptica",1900
1990,8,9,"","Oaxaca","Dto. Miahuatlán. 10 km al SW de San J. Coatlán, brecha a Piedra Larga.",16.233,-96.883,"Quercus vicentensis Trel.","Quercus",NA,"vicentensis",1950
1987,12,3,"","Oaxaca","S. Laxopa.",17.217,-96.3,"Quercus peduncularis Née","Quercus",NA,"peduncularis",2000
1984,11,4,"","Oaxaca","4 Km camino Tlaxiaco-Mixtepec, Distrito Tlaxiaco",17.2967,-97.7172,"Quercus pringlei Seemen, 1900","Quercus",NA,"pringlei",NA
1992,6,1,"Cañada de bosque mesófilo en bosque de pino-encino. Suelo: amarillo arcilloso","Oaxaca","18 km al SO de San Jerónimo Coatlán, brecha a Piedra Larga. Distrito Miahuatlán, Región Sierra Sur",16.2,-96.967,"Quercus martinezii C.H.Mull.","Quercus",NA,"martinezii",1900
1990,8,9,"ENCINAR ALTERADO, SUELO CALIZO ARCILLOSO","Oaxaca","3 Km. al SW de San Juan Coatlán, brecha a Piedra Larga, Dtp. Miahutlán",16.233,-96.883,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1950
1990,9,10,"Chaparral de Quercus. Suelo negro somero discontinuo","Oaxaca","Cerro Verde al NE de Tepelmeme. Distrito Coixtlahuaca, Región Mixteca",18.06667,-97.31667,"Quercus greggii (A.DC.) Trel.","Quercus",NA,"greggii",NA
1988,1,18,"Cañada de bosque mesófilo en bosque de pino. Suelo amarillo arcilloso","Oaxaca","20 km al NE de Piedra Larga, camino a Progreso, Mpio. San Jerónimo Coatlán, Dto. Miahuatlán",16.15,-97,"Quercus elliptica Née","Quercus",NA,"elliptica",1200
1991,3,29,"","Oaxaca","Distrito Nochixtlán; 3 km al S de Fortin el Alto, brecha Chicahua-Nochixtlán",17.583,-97.2,"Quercus castanea Née","Quercus",NA,"castanea",2200
1991,3,16,"","Oaxaca","1 km adelante de San Pedro Jocotipac, brecha a Nduayaco; Distrito Cuicatlán",17.767,-97.1,"Quercus castanea Née","Quercus",NA,"castanea",2100
1990,9,11,"Chaparral de Quercus. Suelo calizo","Oaxaca","Rodeo al NW de Tepelmeme. Distrito Coixtlahuaca, Región Mixteca",17.98333,-97.25,"Quercus sebifera Trel.","Quercus",NA,"sebifera",NA
1990,10,12,"","Oaxaca","'Cerro Pericon'; 4 km al N de San Pedro Nopala, por la brecha a Yosocuno; Distrito Teposcolula",17.85,-97.567,"Quercus castanea Née","Quercus",NA,"castanea",2600
1990,9,12,"","Oaxaca","4-5 Km SO de San Pedro Jocotipac, brecha a San Antonio Nduayco",17.733,-97.1,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",2300
1986,4,26,"","Oaxaca","Dpto. de Ixtlán. Just W of La Soledad Tectitlán on road to San Juan Quiotepec at point where road curves to south.",17.583,-96.583,"Quercus conzattii Trel.","Quercus",NA,"conzattii",1990
1986,4,26,"","Oaxaca","Distrito de Ixtlán just W of La Soledad Tectitlán on road to San Juan Quiotepec at point where road curves to south",17.583,-96.583,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1990
1988,10,2,"","Oaxaca","Río San Lucas a 2 km SO de San Juan Mixtepec. Distrito Juxtlahuaca, Región Mixteca",17.3,-97.85,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1780
1986,7,26,"","Oaxaca","La Unión. Distrito Nochixtlán, Región Mixteca",17.283,-97.117,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1890
1981,5,12,"","Oaxaca","2 Km al SW de Teposcolula, Cerro Peñasco, Dto Teposcolula",17.5417,-97.4236,"Quercus frutex Trel.","Quercus",NA,"frutex",NA
1982,7,24,"","Oaxaca","3 km N de San Pedro Yucunama. Distrito Teposcolula, Región Mixteca",17.6,-97.5,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1986,9,11,"","Oaxaca","5 Km desviación a Yucuñama, Dto Teposcolula",17.5644,-97.4556,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",NA
1987,5,8,"","Chiapas","Edo. Chiapas: Steep hills just east of Motozintla",15.333,-92.2,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1600
1981,5,16,"","Oaxaca","25 km SE de Asunción Nochixtlán. Distrito Etla, Región Valles Centrales",17.38333,-97.05,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2170
1981,5,10,"","Oaxaca","5 km camino Guadalupe Tixá a San Andrés Lagunas. Distrito Teposcolula, Región Mixteca",17.55,-97.51667,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2400
1981,5,10,"","Oaxaca","5 Km camino Guadalupe Tixá a San Andrés Lagunas, Dto Teposcolula",17.575,-97.525,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1985,9,28,"","Oaxaca","7 km SO de San Cristóbal Suchixtlahuaca, terracería a Tejupan (Villa Tejúpam de la Unión). Distrito Coixtlahuaca, Región Mixteca",17.7,-97.41667,"Quercus acutifolia Née","Quercus",NA,"acutifolia",2100
1981,12,10,"","Oaxaca","1 Km al W de Teposcolula, Dto Teposcolula",17.5006,-97.4933,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",NA
1973,5,5,"","Chiapas","10 Km NE de La Soledad, camino de Las Margaritas a Campo Alegré",16.4489,-91.6711,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",NA
1972,9,23,"","Chiapas","10 Km al SW de Ocosingo, carretera a San Cristóbal",16.8403,-92.1497,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",NA
1981,7,10,"","Oaxaca","3 Km al SE de San Andrés Lagunas, Dto Teposcolula",17.5583,-97.525,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1981,5,12,"","Oaxaca","2 Km al SW de Teposcolula, Cerro Peñasco, Dto Teposcolula",17.5417,-97.4236,"Quercus alveolata Trel.","Quercus",NA,"alveolata",NA
1950,8,27,"","Oaxaca","Sierra de Yucuyagua",16.917,-97.917,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",3000
1950,8,27,"","Oaxaca","Sierra de Yucuyagua",16.917,-97.917,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",3000
1970,10,9,"","Oaxaca","12 km NE de Tepelmeme Villa de Morelos, camino a Mahuizapan. Distrito Coixtlahuaca, Región Mixteca",17.95,-97.28333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2250
1975,5,19,"","Oaxaca","10 km al NE del Cerro Pelón, sobre el camino a Tuxtepec",17.6417,-96.425,"Quercus salicifolia Née","Quercus",NA,"salicifolia",NA
1977,8,6,"","Oaxaca","Cerro El Veinte, 5 Km S de (San Juan) Tonaltepec",17.55,-96.95,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2000
1964,11,29,"","Oaxaca","San Juan Teposcolula, 14 km NW de Santo Domingo Yanhuitlán. Distrito Teposcolula, Región Mixteca",17.56667,-97.43333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2300
1965,10,3,"","Chiapas","Entre Tenejapa y San Antonio",16.8203,-92.5139,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",NA
1966,4,5,"","Chiapas","Valley floor in Zinacantán",16.7583,-92.6975,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",NA
1951,11,23,"","Oaxaca","4 km NW of El Cortijo, 27 km SE of Asunción Nochixtlán, in the Mixteca Alta. Distrito Nochixtlán, Región Mixteca",17.35,-97.117,"Quercus urbani Trel.","Quercus",NA,"urbani",NA
2004,9,13,"","Oaxaca","A 1 km en línea recta al SE (210°) de San Isidro Ojo de Agua.",17.35833,-96.93586,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",2100
1966,8,5,"","Oaxaca","Mitla arm of the valley. Near Guila Nacquitz Cave",16.917,-96.417,"Quercus castanea Née","Quercus",NA,"castanea",1800
1965,5,28,"","Chiapas","5 Km al S of Aguacatenango along road to Pinola Las Rosas",16.4417,-92.4008,"Quercus mexicana Bonpl.","Quercus",NA,"mexicana",NA
1958,3,28,"","Oaxaca","POCHUTLA",15.7361,-96.4675,"Quercus glaucescens Bonpl.","Quercus",NA,"glaucescens",NA
1951,11,23,"","Oaxaca","18 km SE of Asunción Nochixtlán, in the Mixteca Alta. Distrito Nochixtlán, Región Mixteca",17.4,-97.13333,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1953,3,29,"","Oaxaca","Km 387 carretera México-Oaxaca. Distrito Nochixtlán, Región Mixteca",17.54088,-97.38164,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1955,11,23,"","Chiapas","Cerro Tres Picos",15.8792,-93.5269,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1965,9,26,"","Oaxaca","3 km al N de Chacalapa",15.8467,-96.4675,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
1962,5,15,"","Oaxaca","Cerro del Humo",17.5511,-96.5014,"Quercus macdougallii Martínez","Quercus",NA,"macdougallii",NA
2009,10,27,"","Oaxaca","Cerro Nagutzio a 5 km en LR (47°) de Jaltianguis, Ixtlán de Juárez, Ixtlán, Oaxaca",17.39606,-96.4965,"Quercus rugosa Née","Quercus",NA,"rugosa",3077
2013,7,16,"","Oaxaca","Paraje, El Carrizal Predio, El Carrizal, conglomerado 76254 del Inventario Nacional Forestal y de Suelos",16.4065,-97.1941,"Quercus conspersa Benth.","Quercus",NA,"conspersa",1206
2013,7,7,"","Oaxaca","Predio Cerro Gordo, Paraje Cerro Colorado San Baltazar Guelavila, conglomerado 74368 del Inventario Nacional Forestal y de Suelos",16.82336,-96.2413,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",1614
1993,1,14,"","Oaxaca","On Highway 1540 km S of Huajupan de León, 70 km N of Santiago Juxtlahuaca",17.733,-97.917,"Quercus grahamii Benth.","Quercus",NA,"grahamii",1830
2011,8,7,"","Chiapas","La Selva ll/Paco Tirado, conglomerado 77007 del Inventario Nacional Forestal y de Suelos. (NAD 27)",16.00567,-93.3376,"Quercus peduncularis Née","Quercus",NA,"peduncularis",937
2003,11,19,"Palmar inducido. Caliza del Cretácico inferior. Disturbio alto. Uso de suelo pecuario. Terreno ondulado. Extración de palma para artesania","Oaxaca","Magdalena Jaltepec. Distrito Nochixtlan",17.1525,-97.3131,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",NA
1997,8,27,"Bosque de Pino-Encino","Oaxaca","A 14 km de Teotitlán del camino en dirección a Huautla de Jimenez",18.18536,-97.0458,"Quercus splendens Née","Quercus",NA,"splendens",1850
1997,3,26,"","Oaxaca","Hacia San Cristóbal Honduras",16.25678,-97.0204,"Quercus scytophylla Liebm.","Quercus",NA,"scytophylla",2195
2013,9,20,"Vegetación bosque de encino","Oaxaca","Predio Tronco del Río",17.76278,-97.2408,"Quercus liebmannii Oerst. ex Trel.","Quercus",NA,"liebmannii",2376
2013,2,15,"Bosque Mesófilo de Montaña, suelo pardo, pendiente de 3°.","Oaxaca","'San Francisco Huehuetlán'",18.17042,-96.9284,"Quercus sartorii Liebm.","Quercus",NA,"sartorii",2259
2014,7,10,"","Chiapas","finca arroyo negro",15.84583,-93.045,"Quercus skinneri Benth.","Quercus",NA,"skinneri",1084
2005,12,14,"","Oaxaca","Cuicatlán. Paraje Cerro Veinte. UTM: 717007, 1942049",17.55433,-96.9555,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
2014,6,7,"Vegetación bosque de encino, perturbado","Oaxaca","Paraje Cerca de El Rancho, a 5.7 km al N de San Andrés Lagunas Loc. San Andrés Lagunas Dto. Teposcolula Región Mixteca",17.61472,-97.5514,"Quercus glaucoides M.Martens & Galeotti","Quercus",NA,"glaucoides",2210
2010,3,11,"","Chiapas","West of San Cristóbal de las Casas",16.72194,-92.6925,"Quercus L.","Quercus",NA,"",2367
2010,3,12,"","Chiapas","Road between Teopisco and San Cristobal",16.61861,-92.5256,"Quercus L.","Quercus",NA,"",2288
2010,3,11,"","Chiapas","West of San Cristóbal de las Casas",16.72194,-92.6925,"Quercus L.","Quercus",NA,"",2367
2014,10,6,"Bosque de encino. Suelo rojo con afloramientos rocosos, pendiente de 40°","Oaxaca","Etnoregión Sierra Norte (RTP-130) 'La Chiguta'",17.45236,-96.2556,"Quercus elliptica Née","Quercus",NA,"elliptica",860
2005,8,6,"","Chiapas","Barrio La Lucha. Polígono Zona de Amortiguamiento",15.54908,-92.6077,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",1740
2010,5,27,"Vegetación bosque de Pinus-Quercus","Oaxaca","",17.51261,-97.9086,"Quercus magnoliifolia Née","Quercus",NA,"magnoliifolia",NA
2013,7,10,"","Oaxaca","Etnoregión Sierra Mixe (RTP-130). 'Laguna grande'",16.79383,-95.2927,"Quercus skinneri Benth.","Quercus",NA,"skinneri",1274
2014,5,14,"Vegetación riparia con Taxodium mucronatum, Salix, Salvia, Quercus, Acourtia. Sitio rocoso, suelo pedregoso","Oaxaca","Dto. Nochixtlán Orilla del río Apoala, junto a las cabañas del Centro Turístico",17.647,-97.1433,"Quercus deserticola Trel.","Quercus",NA,"deserticola",2086
2012,9,30,"","Oaxaca","Santiago Apoala, Dto. Nochixtlán, Región: Mixteca",17.66833,-97.1619,"Quercus obtusata Bonpl.","Quercus",NA,"obtusata",2100
2011,5,15,"","Oaxaca","Paraje A 0.8km en L.R. al NE (83 grados) de Cerro Costoche, rumbo a Cerro Campana Dto. Zacatepec Mixes. Región Mixe",16.96514,-95.982,"Quercus laurina Bonpl.","Quercus",NA,"laurina",2164
2010,3,19,"Exposed oak woodland on ridgetop on granite soil.","Chiapas","Sierra Morena.",16.15333,-93.6089,"Quercus L.","Quercus",NA,"",1330
2010,3,12,"","Chiapas","Road between Teopisco and San Cristobal",16.61861,-92.5256,"Quercus L.","Quercus",NA,"",2288
1997,8,28,"Bosque de encino. Laderas muy accidentadas","Oaxaca","En el km 8 antes de llegar a San Gabriel Etla, sobre el camino de terracería",17.22806,-96.7358,"Quercus laeta Liebm.","Quercus",NA,"laeta",2050
